OBJECTID,Petition,Petitioner,FromZone,ToZone,Type,SPA,Overlay,INNOV,Acres,PetAcres,Water,Sewer,CityLimit,ZoningMap,ODZ,CCW,ServiceArea,LuseStaff,UrbanDesign,RezoneStaff,Consistent,ProtestPet,Received,Approved,Decision,Hyperlink,Corrective,Propluse,AdminAppr,AdminApprD,AdminApprP,AdminApprC,SFLOTS,THUNITS,CONDOS,APT,TOTUNITS,OFFICE,RETAIL,HOTELRMS,PARKING,OPENSP,ACRESITE,SHAPESTArea,SHAPESTLength,centroid
569395,2015-116,"HWY 521 Partners, LLC",O-1(CD),CC,CD,no,none,NO,13.22,13.22,CMUD,CMUD,YES,182,,Wedge,South,Main_Kent,Dixon_Bridget,John Kinley,,,2015/07/24 00:00:00+00,2016/03/21 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2015Petitions/Pages/2015-116.aspx,,Mix19,,,,,,,,,,,,,,,,740365.7180786133,4376.726968957842,"{'lng': -80.84715596531768, 'lat': 35.04026117608568}"
569396,2019-177,Encore Real Estate,NS,MUDD-O,CD,no,none,NO,7.0,7.0,CMUD,CMUD,YES,39,,Mixed Use Activity Center,,Erin Brooks,,,,,2019/11/27 08:02:48+00,2020/07/20 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-177.aspx,,,,,,,,,,,,,,,,,,73758.09967041016,1352.0239966596394,"{'lng': -80.78334087860225, 'lat': 35.373393375285346}"
569397,2008-069,Charlotte Douglas Airport,I-1,I-2,NC,no,,,,,,,,,,Center,Southwest,Alberto Gonzalez,Alan Goodwin,Tammy Keplinger,YES,,2008/02/04 00:00:00+00,2008/07/21 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,813907.841003418,5770.530053561073,"{'lng': -80.96166362689026, 'lat': 35.20264606676911}"
569398,2012-043,"Seaboard Street Condominiums, LLC",I-1,MUDD-O,CD,no,None,,,3.62,,,,,,,,,,,,,,2012/07/16 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2012_Petitions/Pages/2012-043.aspx,NO,Residgt22,,,,,,,,,,,,,,,,4437.2406005859375,270.9000260248717,"{'lng': -80.8394175620679, 'lat': 35.238326859907815}"
569399,2005-060,"Pappas Properties Development, LLC",B-2,MUDD-O,CD,no,,,17.8628,24.83,CMUD,CMUD,YES,"102,111","14,15",,Southeast-Transit,Johnson_Garet,Vincent_Kourtnie,Waldron_Charlotte,YES,,2005/01/24 00:00:00+00,2005/05/16 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2005/2005-060%20Approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,778101.5380859375,4795.712706301735,"{'lng': -80.83601145927979, 'lat': 35.21419922948567}"
569400,2016-128,"MT Island Promenade, LLC",NS,CC,CD,no,LLW-PA,NO,125.13,125.13,CMUD,CMUD,YES,49,,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,,,2016/07/25 00:00:00+00,2017/01/17 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2016Petitions/Pages/2016-128.aspx,,,,,,,,,,,,,,,,,,477013.2165527344,2861.20069018144,"{'lng': -80.9400592559007, 'lat': 35.32567939997823}"
569401,1985-061(C),,,R-15(CD),, ,,,,,,,,,,,,,,,,,,1986/03/17 00:00:00+00,,,,,,,,,,,,,,,,,,,,5086262.103637695,9692.01598945901,"{'lng': -80.93853203059994, 'lat': 35.15889783246201}"
569402,1989-098,,"O-6, B-2",R-6,,no,,,,,,,,,,,,,,,,,,1990/03/08 00:00:00+00,App,,,,,,,,,,,,,,,,,,,23663.634826660156,674.1841860215392,"{'lng': -80.85953538948226, 'lat': 35.21543065817106}"
569403,2001-123,,O-6(CD),O-2(CD),,no,,,,,,,,,,,,,,,,,,2002/01/22 00:00:00+00,App,,,,,,,,,,,,,,,,,,,47454.21447753906,912.2222850245023,"{'lng': -80.82726468158435, 'lat': 35.20729655107518}"
569404,2016-028,"Stor-All Properties, Inc.",R-3,BD(CD),CD,no,none,NO,4.09,4.09,CMUD,CMUD,YES,"154, 171",,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,,,2015/11/20 00:00:00+00,,Den,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2016Petitions/Pages/2016-028.aspx,,,,,,,,,,,,,,,,,,186512.96881103516,1740.4522952050456,"{'lng': -80.9957235961086, 'lat': 35.09989931517207}"
569405,2019-102,City of Charlotte,TOD-CC,TOD-UC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,102,,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,44020.455322265625,1042.5589103726277,"{'lng': -80.85215350015123, 'lat': 35.2188623734925}"
569406,2004-092,The Charlotte-Mecklenburg Housing Patrnership Inc,R-15MF(CD),UR-2(CD),CD,no,,,10.7924,9.84,CMUD,CMUD,YES,148,445,,South-Transit,Cock_John,Dixon_Bridget,Manes_Tim,YES, ,2004/05/26 00:00:00+00,2004/10/18 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2004/2004-092%20Approved%20Site%20Plan.pdf,,,,,,,,,,,,,,,,,,470115.6841430664,3229.228461535872,"{'lng': -80.87967271843988, 'lat': 35.140303357419995}"
569407,2002-074,,I-1(CD),I-1(CD),,SPA,,,,,,,,,,,,,,,,,,2002/07/22 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2002/2002-074%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,2278094.459350586,7270.925398595264,"{'lng': -80.91430468379058, 'lat': 35.19751812715694}"
569408,2016-034,Robert Keziah,R-4,I-2,NC,no,none,NO,7.75,7.75,CMUD,CMUD,YES,69,,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,,,2015/12/15 00:00:00+00,2016/04/18 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2016Petitions/Pages/2016-034.aspx,,Ind,,,,,,,,,,,,,,,,317056.80853271484,2586.3717039579824,"{'lng': -80.84466481147935, 'lat': 35.27875695958332}"
569409,1998-024,,R-3,R-6(CD),,no,,,,,,,,,,,,,,,,,,1998/05/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1013894.1455688477,5069.822874842694,"{'lng': -80.80357690991733, 'lat': 35.29412797231504}"
569410,2018-028,Pollack Shores,R-3,R-17MF(CD),CD,no,LLW-PA,NO,28.05,28.05,CMUD,CMUD,NO,128,,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,,,2018/02/23 00:00:00+00,2018/06/18 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-028.aspx,,,,,,,,,,,,,,,,,,576935.5247192383,3255.61151187595,"{'lng': -80.97306265829037, 'lat': 35.17269313837315}"
569411,2002-019,,R-3,MX-1,,no,,,,,,,,,,,,,,,,,,2002/03/25 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2002/2002-019%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,634003.4095458984,4025.033391895275,"{'lng': -80.74084898354847, 'lat': 35.22254715614094}"
569412,2019-102,City of Charlotte,TOD-CC,TOD-UC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,102,,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,10743.872009277344,537.5361804750383,"{'lng': -80.85467633413137, 'lat': 35.21809558891911}"
569413,2019-020,SF Group LLC,R-3,UR-3(CD),CD,no,none,NO,4.54,4.54,CMUD,CMUD,YES,135,,Wedge,South,Scott Correll,Grant Meacci,John Kinley,,,2019/01/28 08:59:25+00,,Wd,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-020.aspx,,,,,,,,,,,,,,,,,,239773.47576904297,2134.7864946775007,"{'lng': -80.84740184862625, 'lat': 35.15341845630328}"
569414,1997-046,,R-17MF,B-2(CD),,no,,,,,,,,,,,,,,,,,,1997/07/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1242242.3442993164,5530.910000154633,"{'lng': -80.90597965225594, 'lat': 35.167528853921354}"
569415,2006-080,Steele Creek Masonic Lodge,R-3,INST(CD),CD,no,,,,4.7,CMUD,ND,YES,154,360,,Southwest,Lyte-Graham_Claire,Vincent_Kourtnie,Manes_Tim,YES,,,2006/07/17 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,200533.83044433594,1770.5727607685703,"{'lng': -80.98763481764806, 'lat': 35.1081881348948}"
569416,2016-037,"Dr. Michael Berglass, DDS",UR-C(CD),UR-C(CD),CD,SPA,none,NO,0.44,0.44,CMUD,CMUD,YES,101,,Corridor,East,Amanda Vari,Monica Holmes,Sonja Sanders,,,2015/12/23 00:00:00+00,2016/06/20 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2016Petitions/Pages/2016-037.aspx,,Office1,,,,,,,,,,,,,,,,22307.269287109375,652.0400136284502,"{'lng': -80.78674167016075, 'lat': 35.21597751115483}"
569417,2019-102,City of Charlotte,B-2,TOD-TR,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,77,,Corridor,North,Erin Brooks,Grant Meacci,Michael Russell,,,2019/07/17 11:05:10+00,2019/11/18 08:16:11+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,1381800.9528198242,6976.701918121549,"{'lng': -80.76870330366549, 'lat': 35.271323152467986}"
569418,1989-023(C),,R-9,R-20MF(INNOV),,no,,,,,,,,,,,,,,,,,,1989/11/06 00:00:00+00,App,,,,,,,,,,,,,,,,,,,351897.2798461914,3023.2972990072753,"{'lng': -80.89343231253157, 'lat': 35.28945944301403}"
569419,1998-016,,R-4,I-1,,no,,,,,,,,,,,,,,,,,,1998/03/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,235544.22393798828,2052.3263997882123,"{'lng': -80.8041967756971, 'lat': 35.2796716375807}"
569420,2006-155,"Crescent Resources / IKEA Property, Inc",I-1,MUDD-O,CD,no,,,37.3,37.3,CMUD,CMUD,YES,"58,71",264,,Northeast-Transit,Cornett_Kathy,Thilo_Dan,Sanders_Sonja,NO,,2007/01/22 00:00:00+00,2007/05/21 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,1460156.9586791992,10511.66806674265,"{'lng': -80.76383565232824, 'lat': 35.29689434274304}"
569421,2014-026,Abigail Jennings: Pioneer Springs Community School,O-1(CD),O-1(CD),CD,SPA,none,NO,1.68,1.68,CMUD,CMUD,YES,43,,Wedge,Northeast,,Goodwin_Alan,Lyte-Graham_Claire,,NO,2013/12/23 00:00:00+00,2014/03/17 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2014Petitions/Pages/2014-026.aspx,,Inst,,,,,,,,,,,,,,,,54631.90216064453,990.5420583061939,"{'lng': -80.82287582849789, 'lat': 35.346161690037576}"
569422,2019-102,City of Charlotte,I-2,TOD-UC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,110,,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,81862.44396972656,1667.8117437109581,"{'lng': -80.86377303322853, 'lat': 35.205496887461614}"
569423,1990-077,,B-1SCD,B-1SCD,,SPA,,,,,,,,,,,,,,,,,,1990/11/19 00:00:00+00,App,,,,2008015,7/14/2008,First Charter Hall Bank,"reduce square footage by 16,000 to reflect 2008-74 approval",,,,,,,,,,,,923733.822265625,3868.746281611867,"{'lng': -80.72674265399091, 'lat': 35.223621758289426}"
569424,2015-004,Charlotte-Mecklenburg Planning Department,R-5,TOD-MO,CD,no,none,NO,0.18,0.18,CMUD,CMUD,YES,89,,Wedge,Central,Cornett_Kathy,Goodwin_Alan,,,NO,2014/11/21 00:00:00+00,2015/03/16 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2009Petitions/Pages/2015-004.aspx,,TOD-M,,,,,,,,,,,,,,,,11582.626403808594,451.22606149770655,"{'lng': -80.80886915961322, 'lat': 35.24493993896167}"
569425,1994-102,,R-3,R-4(CD),,no,,,,,,,,,,,,,,,,,,1995/02/20 00:00:00+00,App,,,,,,,,,,,,,,,,,,,589342.7771606445,3158.718679407193,"{'lng': -80.7787228617361, 'lat': 35.120506646427266}"
569426,1987-031,,,R-6,, ,,,,,,,,,,,,,,,,,,1987/08/17 00:00:00+00,,,,,,,,,,,,,,,,,,,,6628.8165283203125,365.6172170557957,"{'lng': -80.81619885648009, 'lat': 35.21174957934916}"
569427,2000-015,,"R-22MF, I-1",I-2(CD),,no,,,,,,,,,,,,,,,,,,2000/10/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,239876.4122314453,2314.1898606609147,"{'lng': -80.86882573049229, 'lat': 35.2107497503243}"
569428,1998-046(C),,R-3,CC,,no,,,,,,,,,,,,,,,,,,1998/11/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1641502.9244995117,5741.698129299529,"{'lng': -80.73558172696522, 'lat': 35.37185268868412}"
569429,2018-135,Woodlawn Station Holdings LLC,I-2,TOD-R(O),CD,no,none,NO,1.49,1.49,CMUD,CMUD,YES,126,,Corridor,South,Kent Main,Grant Meacci,John Kinley,,,2018/10/22 10:56:12+00,2019/03/18 00:00:07+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-135.aspx,,,,,,,,,,,,,,,,,,66855.06268310547,1341.4645806613828,"{'lng': -80.8797473946314, 'lat': 35.17493416380152}"
569430,1997-025(C),,R-3,R-12MF(CD),,no,,,,,,,,,,,,,,,,,,1997/07/15 00:00:00+00,App,,,,,,,,,,,,,,,,,,,4054473.6818237305,8112.680404849581,"{'lng': -80.7636081905292, 'lat': 35.05727379411374}"
569431,1993-062B,,I-2,B-1,,no,,,,,,,,,,,,,,,,,,1993/10/11 00:00:00+00,App,,,,,,,,,,,,,,,,,,,322028.7878417969,2530.224403943477,"{'lng': -80.79540417599085, 'lat': 35.19421343232932}"
569432,2007-086,"Merrifield Partners, LLC",I-2,TOD-M,NC,no,None,,0.82,0.82,CMUD,CMUD,YES,102,17,Corridor,South-Transit,Main_Kent,Vincent_Kourtnie,Barley_David,YES,,2007/04/16 00:00:00+00,2007/09/17 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,42146.247985839844,850.7127137256838,"{'lng': -80.85908295282974, 'lat': 35.218563576399966}"
569433,2013-067,Charter Properties,R-3,UR-3(CD),CD,no,none,NO,18.95,18.95,CMUD,CMUD,NO,44,,Mixed Use Activity Center,Northwest,,Goodwin_Alan,Lyte-Graham_Claire,,,2013/06/07 00:00:00+00,2013/11/25 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2013Petitions/Pages/2013-067.aspx,NO,Resid22,,,,,,,,416.0,,,,,,,,865744.8601074219,4065.040619816914,"{'lng': -80.85631690019221, 'lat': 35.35598955677897}"
569434,1988-077,,B-1,R-12MF,,no,,,,,,,,,,,,,,,,,,1988/10/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,101106.34411621094,1467.0579991616946,"{'lng': -80.81309157138091, 'lat': 35.23243622629235}"
569435,2004-130,Hubbard Falls LLC,R-3,MX-1(INNOV),CD,no,,,36.2635,34.3,CMUD,CMUD,YES,52,251,,Northeast,Cornett_Kathy,Dixon_Bridget,Keplinger_Tammie,YES, ,2004/08/04 00:00:00+00,2005/07/18 00:00:00+00,Den, ,,,,,,,,,,,,,,,,,,1579632.0762939453,6955.75149034336,"{'lng': -80.7983134060497, 'lat': 35.32647836727669}"
569436,1992-008(C),,"R-20MF, R-15(CD)",R-3,,no,,,,,,,,,,,,,,,,,,1992/05/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1059653.4689331055,4937.115314037292,"{'lng': -80.86484464953364, 'lat': 35.03886914488045}"
569437,2017-041,"Charlotte Tryon Hills Partners, LLC",R-22MF,UR-2(CD),CD,no,none,NO,,11.442,CMUD,CMUD,YES,88,,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,,,2017/01/23 00:00:00+00,2017/05/15 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2017Petitions/Pages/2017-041.aspx,,,,,,,,,,,,,,,,,,532273.1317749023,3194.2319907811766,"{'lng': -80.8241431023641, 'lat': 35.24703066642773}"
569438,2008-065,Myers Park Presbyterian Church,O-2,MUDD-O,CD,no,,,9.02,9.02,CMUD,CMUD,YES,111,103,Wedge,Central,John Howard,Jaya Dhindaw,Manes_Tim,YES,,2008/02/04 00:00:00+00,2008/06/17 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,45124.814025878906,1099.1028073329094,"{'lng': -80.82464880156789, 'lat': 35.19412054322061}"
569439,2015-033,"Averitt Express, Inc.",I-1,I-2(CD),CD,SPA,none,NO,15.88,15.88,CMUD,CMUD,YES,150,,Industrial Activity Center,Southwest,John Kinley,Dixon_Bridget,Lyte-Graham_Claire,,NO,2014/12/22 00:00:00+00,2015/04/20 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2015Petitions/Pages/2015-033.aspx,,Ind,,,,,,,,,,,,,,,,694414.0034790039,3728.0344453667617,"{'lng': -80.97830501219843, 'lat': 35.14117833788366}"
569440,2011-016,Kidane Haile,B-1,NS,CD,no,,NO,0.26,0.26,CMUD,CMUD,YES,122,300,Wedge,East,Osborne_Alysia,Jones_Michelle,Lyte-Graham_Claire,,,2010/12/20 00:00:00+00,2011/04/25 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2010_Petitions/Pages/2011-016.aspx,,Retail,,,,,,,,,,,,,,,,15304.241394042969,496.38588804581906,"{'lng': -80.70731666800751, 'lat': 35.17292403007039}"
569441,2012-028,Charlotte-Mecklenburg Planning Department,O-2,R-22MF,NC,no,None,,,1.13,,,,,,Corridor,Southeast-Transit,Osborne_Alysia,Jones_Michelle,Lyte-Graham_Claire,,,2012/01/23 00:00:00+00,2012/05/14 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2012_Petitions/Pages/2012-028.aspx,YES,Resid22,,,,,,,,,,,,,,,,56711.69451904297,1012.0197029015695,"{'lng': -80.8003544109117, 'lat': 35.21306927604961}"
569442,1997-020(C),,I-1(CD),I-1(CD),,SPA,,,,,,,,,,,,,,,,,,1997/06/10 00:00:00+00,App,,,,,,,,,,,,,,,,,,,696154.1497192383,3273.066567941478,"{'lng': -80.93960986140763, 'lat': 35.14371466121629}"
569443,2017-136,Matthew Goggin,R-4,UR-2(CD),CD,no,none,NO,0.364,0.364,CMUD,CMUD,YES,125,,Wedge,Central,Kathy Cornett,Alan Goodwin,Solomon Fortune,,,2017/08/24 00:00:00+00,,Wd,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2017Petitions/Pages/2017-136.aspx,,,,,,,,,,,,,,,,,,17485.93975830078,619.5155219065341,"{'lng': -80.84469319029954, 'lat': 35.18066076340896}"
569444,2014-025,"Trinity Capital Advisors, LLC",CC,CC,CD,SPA,none,NO,8.5,8.5,CMUD,CMUD,YES,176,,Mixed Use Activity Center,Center,Main_Kent,Dixon_Bridget,Sanders_Sonja,,NO,2013/12/23 00:00:00+00,2014/04/28 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2014Petitions/Pages/2014-025.aspx,,Mix19,,,,,,,,,,,,,,,,369886.8590698242,2487.0854864488156,"{'lng': -80.8388681684851, 'lat': 35.066576486169616}"
569445,2015-009,"Cresent Communities, LLC",I-2,TOD-M(O),CD,no,none,NO,6.98,6.98,CMUD,CMUD,YES,89,,Corridor,Central,Cornett_Kathy,Dixon_Bridget,Fortune_Solomon,,NO,2014/10/27 00:00:00+00,2015/04/20 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2015Petitions/Pages/2015-009.aspx,,TOD-M,,,,,,,,,,,,,,,,318366.9288330078,2370.2686542302986,"{'lng': -80.80662724249257, 'lat': 35.248587588221284}"
569446,2007-099,Boulevard Centro,R-22MF,UR-2(CD),CD,no,HD,,1.1,1.1,CMUD,CMUD,YES,111,145,Corridor,South-Transit,Main_Kent,Howard_John,Manes_Tim,NO,,2007/04/23 00:00:00+00,2007/12/17 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,43976.23498535156,921.3922885927858,"{'lng': -80.85753174185078, 'lat': 35.20858268726607}"
569447,1996-055,,I-2,I-1,,no,,,,,,,,,,,,,,,,,,1996/09/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,265095.16369628906,2125.1606920960144,"{'lng': -80.9474827907388, 'lat': 35.22592830770694}"
569448,1993-033(C),,B-1SCD,CC,,no,,,,,,,,,,,,,,,,,,1994/01/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1577580.6086425781,6072.5575566165335,"{'lng': -80.94370809277467, 'lat': 35.32219155783563}"
569449,1996-090,,R-22MF,R-5,,no,,,,,,,,,,,,,,,,,,1997/03/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,4013501.2712402344,11748.360178786688,"{'lng': -80.95418357583405, 'lat': 35.284571085360774}"
569450,2004-053,Citiline LLC,R-17MF(CD),UR-2(CD),CD,no,,,2.2356,4.96,CMUD,CMUD,YES,147,114,,South,Main_Kent,Dixon_Bridget,Manes_Tim,YES,Yes,2003/02/23 00:00:00+00,2004/06/21 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2004/2004-053%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,97383.5620727539,1556.7146178416137,"{'lng': -80.83171850159864, 'lat': 35.14532913794194}"
569451,2018-009,Andrew J. Kalinoski,CC,B-1 TS,NC,no,none,NO,2.19,2.19,CMUD,CMUD,YES,58,,Corridor,East,Mandy Rosen,Monica Holmes,Sanders_Sonja,,,2018/01/22 00:00:00+00,2018/06/18 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-009.aspx,,,,,,,,,,,,,,,,,,118775.81005859375,1524.6463150092238,"{'lng': -80.75288210511661, 'lat': 35.31298055161647}"
569452,1990-092,,R-15PUD,R-15PUD,,SPA,,,,,,,,,,,,,,,,,,1991/07/01 00:00:00+00,App,,,,,,,,,,,,,,,,,,,184090.56469726562,1705.6119968084358,"{'lng': -80.78047601799845, 'lat': 35.10872567398102}"
569453,1996-043(C),,R-3,R-4(CD),,no,,,,,,,,,,,,,,,,,,1997/02/11 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1818563.4915771484,8325.689400473833,"{'lng': -80.71516762178399, 'lat': 35.287438403461096}"
569454,1990-084,,O-15(CD),O-15(CD),,SPA,,,,,,,,,,,,,,,,,,1990/12/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,58305.4619140625,1144.833093632299,"{'lng': -80.75997994451939, 'lat': 35.21063129926919}"
569455,2017-156,Mark Miller,I-2,MUDD-O,CD,no,none,NO,3.81,3.81,CMUD,CMUD,YES,87,,Corridor,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,,,2017/09/25 00:00:00+00,2018/02/19 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2017Petitions/Pages/2017-156.aspx,,,,,,,,,,,,,,,,,,187394.9888305664,2165.772874474187,"{'lng': -80.87469107950997, 'lat': 35.23495282385501}"
569456,2011-007,"Medical Facilities of North Carolina, Inc.",INST(CD),INST(CD),CD,SPA,LLWPA,NO,9.05,9.05,CMUD,CMUD,YES,81,187,Wedge,Northwest,McCullough_Melony,Goodwin_Alan,,,,2010/11/22 00:00:00+00,2011/03/21 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2010_Petitions/Pages/2011-007.aspx,,Inst,,,,,,,,,,,,,,,,412504.7619628906,2875.9793811731265,"{'lng': -80.92266869073521, 'lat': 35.26087113108318}"
569457,1986-005(C),,,R-20MF(INNOV),, ,,,,,,,,,,,,,,,,,,1986/06/16 00:00:00+00,,,,,,,,,,,,,,,,,,,,1298800.7770996094,4624.6547458224895,"{'lng': -80.8000114261159, 'lat': 35.03469554452308}"
569458,1991-061,,R-6MF,B-1(CD),,no,,,,,,,,,,,,,,,,,,1991/11/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,24668.838256835938,632.6551537971884,"{'lng': -80.87998456927579, 'lat': 35.22506310801833}"
569459,2001-010,,UMUD,UMUD-O,,no,,,,,,,,,,,,,,,,,,2001/03/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,19114.25225830078,916.6602229202882,"{'lng': -80.83835428715155, 'lat': 35.227390623462135}"
569460,2002-129,,R-17MF,MUDD-O,,no,,,,,,,,,,,,,,,,,,2003/01/21 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2002/2002-129%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,1128957.6583862305,5473.158998016151,"{'lng': -80.82468263656367, 'lat': 35.15726909812395}"
569461,2019-102,City of Charlotte,B-1,TOD-NC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,89,,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,4024.5299682617188,367.54668666406883,"{'lng': -80.80577748600852, 'lat': 35.24727020032849}"
569462,2020-020,RIAB Properties LLC,R-3,O-2,NC,no,none,NO,2.962,2.962,CMUD,CMUD,YES,149,,Corridor,West,Alberto Gonzalez,Grant Meacci,Lisa Arnold,,,2019/12/23 14:10:06+00,2020/06/15 00:00:00+00,App,https://charlottenc.gov/planning/rezoning/pages/home.aspx,,,,,,,,,,,,,,,,,,27891.582641601562,748.4429309173812,"{'lng': -80.91787456107082, 'lat': 35.14218995235633}"
569463,1993-091B,,"R-22MF, O-2, R-43MF",R-8,,no,,,,,,,,,,,,,,,,,,1993/10/25 00:00:00+00,App,,,,,,,Joe Taylor researched for Marci Sigmon to digitize. Joe's research map in Rezoning File.,,,,,,,,,,,,980884.565612793,7123.422960513462,"{'lng': -80.86435272729727, 'lat': 35.21469085989793}"
569464,2019-034,United Community School,INST(CD),INST(CD),CD,SPA,none,NO,10.0,10.0,CMUD,CMUD,YES,72,,Corridor,East,Amanda Avari,Grant Meacci,Sonja Sanders,,,2019/02/21 11:30:03+00,2019/07/15 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-034.aspx,,,,,,,,,,,,,,,,,,446715.6537475586,2948.0427485481537,"{'lng': -80.72875238148552, 'lat': 35.29985786000507}"
569465,1990-049,,R-6,I-1,,no,,,,,,,,,,,,,,,,,,1990/07/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,29272.521606445312,697.2954938887434,"{'lng': -80.82587847767132, 'lat': 35.25567781668905}"
