,NPA,year,Petitioner,FromZone,ToZone,Type,SPA,INNOV,Acres,Water,Sewer,CityLimit,CCW,ServiceArea,LuseStaff,UrbanDesign,RezoneStaff,Received,Approved,Decision,births_to_adolescents,grocery_proximate_units,prenatal_care,grocery_proximity,low_birthweight,public_health_insurance,age_of_death,impervious_surface,water_consumption,neighborhood_school_attendance,highschool_graduation_rate,proficiency_elementary_school,proficiency_middle_school,proficiency_high_school,student_absenteeism,voters_participating,neighborhood_organizations,voter_participation,vacant_land,population_density,population,transit_ridership,street_connectivity,bicycle_friendliness
919,178,2015,Cottonwood Residentail,NS,R-17MF(CD),CD,no,NO,4.29,CMUD,CMUD,YES,Mixed Use Activity Center,Southwest,Catherine Stutts,Dixon_Bridget,Lyte-Graham_Claire,2015/03/23 00:00:00+00,2015/07/20 00:00:00+00,App,,0.0,,0.0,,5.0,,18.6,,54.84,43.0,47.6190476190476,18.18,,10.7692307692308,52.0,0.0,8.0,17.0,1.0,2431.0,16.0,1.19,1.3
920,178,2016,Crosland Southeast,MUDD-O,MUDD-O,CD,SPA,NO,11.69,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/01/25 00:00:00+00,,Wd,0.0,0.0,74.8,0.0,7.0,,,18.7,115.0,45.7,75.0,45.45,20.0,,14.0,612.0,,71.0,16.9,1.0,2733.0,,1.2,1.3
921,178,2019,Billy Graham Evangelistic Association,R-17MF,I-1(CD),CD,no,NO,1.47,CMUD,CMUD,YES,Mixed Use Activity Center,West,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/23 11:40:15+00,2019/12/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,,,,,,
922,178,2019,"Milestone Investments, LLC",O-1(CD),UR-2(CD),CD,no,NO,13.17,CMUD,CMUD,YES,Mixed Use Activity Center,West,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2019/01/11 10:23:21+00,2019/05/20 14:37:58+00,App,,,,,,,,,,,,,,,,,,,,,,,,
923,178,2018,"Apollo Holding Company, LLC",MUDD-O,MUDD-O,CD,SPA,NO,4.65,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2017/12/19 00:00:00+00,2018/05/21 00:00:00+00,App,,0.0,,0.0,,,,19.6,98.0,,,,,,,611.0,,54.0,16.9,1.0,2841.0,,1.25,1.4
924,178,2017,"Laurel Street Residential, LLC",MUDD-O,UR-2(CD),CD,no,NO,14.56,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2017/03/24 00:00:00+00,2017/07/17 00:00:00+00,App,,0.0,,0.0,,7.0,,19.4,,55.0,,52.2,28.6,,14.0,166.0,,13.0,16.9,1.0,2736.0,,1.22,1.3
925,178,2017,"Pope & Land Enterprises, Inc.",MUDD-O,MUDD-O,CD,SPA,NO,23.38,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2017/12/18 00:00:00+00,2018/10/15 00:00:00+00,App,,0.0,,0.0,,7.0,,19.4,,55.0,,52.2,28.6,,14.0,166.0,,13.0,16.9,1.0,2736.0,,1.22,1.3
926,178,2016,"Aston Properties, Inc.",MUDD-O,MUDD-O,CD,SPA,NO,3.28,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/02/22 00:00:00+00,2016/06/20 00:00:00+00,App,0.0,0.0,74.8,0.0,7.0,,,18.7,115.0,45.7,75.0,45.45,20.0,,14.0,612.0,,71.0,16.9,1.0,2733.0,,1.2,1.3
927,178,2018,Blue Heel Development,R-4,UR-2(CD),CD,no,NO,9.2,CMUD,CMUD,YES,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2018/04/04 00:00:00+00,2018/11/19 11:00:37+00,App,,0.0,,0.0,,,,19.6,98.0,,,,,,,611.0,,54.0,16.9,1.0,2841.0,,1.25,1.4
928,179,2018,MPV Properties,R-3,NS,CD,no,NO,2.19,CMUD,CMUD,YES,Mixed Use Activity Center,East,Mandy Rosen,Monica Holmes,Sanders_Sonja,2018/04/20 00:00:00+00,2018/09/24 00:00:00+00,App,,163.0,,21.0,,,,18.3,159.0,,,,,,,955.0,,79.0,3.9,4.0,1893.0,,1.16,1.6
929,179,2018,MPV Properties,R-3,NS,CD,no,NO,2.19,CMUD,CMUD,YES,Mixed Use Activity Center,East,Mandy Rosen,Monica Holmes,Sanders_Sonja,2018/04/20 00:00:00+00,2018/09/24 00:00:00+00,App,,163.0,,21.0,,,,18.3,159.0,,,,,,,955.0,,79.0,3.9,4.0,1893.0,,1.16,1.6
930,180,2015,"Sovran Self Storage, Inc.",B-D(CD),B-D(CD),CD,SPA,NO,4.24,CMUD,CMUD,YES,Corridor,East,Osborne_Alysia,Dixon_Bridget,Neely_Cheryl,2015/03/23 00:00:00+00,2015/07/20 00:00:00+00,App,,0.0,,0.0,,33.0,,21.4,,83.19,83.0,29.0909090909091,15.38,50.0,19.672131147541,89.0,2.0,16.0,12.4,5.0,1446.0,59.0,1.11,1.4
931,180,2018,"Wallace Lane, LLC",R-4,UR-2(CD),CD,no,NO,9.3,CMUD,CMUD,YES,Corridor,East,Mandy Rosen,Monica Holmes,Sanders_Sonja,2018/04/12 00:00:00+00,2018/10/15 00:00:00+00,App,,0.0,,0.0,,,,21.7,151.0,,,,,,,353.0,,52.0,12.4,5.0,1540.0,,1.11,1.5
932,182,2014,"Ingenuity Sun Media, LLC",MUDD-O,MUDD-O,CD,SPA,NO,9.18,CMUD,CMUD,YES,Center City Activity Center,Center,Thilo_Dan,Thilo_Dan,Fortune_Solomon,2013/12/16 00:00:00+00,2014/03/17 00:00:00+00,App,8.7,0.0,47.8,0.0,30.4,36.0,64.0,,136.0,69.34,88.0,11.538461538461538,13.333333333333334,7.142857142857142,24.0,269.0,2.0,51.0,,,,37.0,,
933,182,2015,"Silver Hammer Properties, LLC",I-2(CD),MUDD(CD),CD,no,NO,20.91,CMUD,CMUD,YES,Center City Activity Center,Center,Dixon_Bridget,Dixon_Bridget,Fortune_Solomon,2015/03/20 00:00:00+00,2015/07/20 00:00:00+00,App,,0.0,,0.0,,42.0,,20.2,,81.6,64.0,28.5714285714286,8.0,14.29,24.031007751938,98.0,2.0,19.0,5.9,4.0,779.0,36.0,1.26,1.5
934,182,2018,TDC Greenville LLC,B-1,MUDD,NC,no,NO,5.279,CMUD,CMUD,YES,Corridor,North,,,,2018/11/21 08:37:14+00,2019/12/16 00:00:00+00,App,,0.0,,0.0,,,,20.7,125.0,,,,,,,290.0,,61.0,5.9,4.0,791.0,,1.26,1.5
935,183,2019,"JDSI, LLC",R-12MF(CD),R-8,NC,no,NO,5.3226,CMUD,CMUD,YES,Wedge,East,Charlotte Lamb,Grant Meacci,Will Linville,2019/09/05 10:01:53+00,2020/02/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,,,,,,
936,183,2019,"JDSI, LLC",R-3,R-8,NC,no,NO,5.3226,CMUD,CMUD,YES,Wedge,East,Charlotte Lamb,Grant Meacci,Will Linville,2019/09/05 10:01:53+00,2020/02/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,,,,,,
937,187,2019,"C Investments 5, LLC",R-3,UR-2(CD),CD,no,NO,2.22,CMUD,CMUD,YES,Wedge,South,Scott Correll,Grant Meacci,John Kinley,2019/09/06 11:07:32+00,2020/02/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,,,,,,
938,187,2018,Somera Road Inc.,NS,NS,CD,SPA,NO,10.63,CMUD,CMUD,YES,Wedge,South,Main_Kent,Grant Meacci,John Kinley,2018/03/26 00:00:00+00,2018/09/24 00:00:00+00,App,,296.0,,73.0,,,,28.5,202.0,,,,,,,406.0,,65.0,0.9,6.0,1004.0,,1.07,1.3
939,188,2017,"North State Development, LLC",R-3,UR-2(CD),CD,no,NO,4.35,CMUD,CMUD,YES,Wedge,South,Main_Kent,Grant Meacci,John Kinley,2017/09/21 00:00:00+00,2018/02/19 00:00:00+00,App,,426.0,,85.0,,4.0,,14.9,,91.0,96.0,85.7,75.7,83.3,4.0,205.0,,16.0,9.0,5.0,1720.0,,1.15,1.3
940,188,2018,"Novant Health, Inc.",INST,O-2(CD),CD,no,NO,18.95,CMUD,CMUD,YES,Wedge,South,Main_Kent,Grant Meacci,John Kinley,2018/01/22 00:00:00+00,2018/09/24 00:00:00+00,App,,658.0,,85.0,,,,16,197.0,,,,,,,661.0,,63.0,9.0,5.0,1822.0,,1.15,1.3
941,188,2019,"Novant Health, Inc",R-3,INST(CD),CD,no,NO,40.425,CMUD,CMUD,YES,Wedge,South,Scott Correll,Grant Meacci,John Kinley,2019/02/22 11:39:20+00,2020/01/21 00:00:02+00,App,,,,,,,,,,,,,,,,,,,,,,,,
942,188,2018,City of Charlotte,R-3,NS,CD,no,NO,4.28,CMUD,CMUD,YES,Wedge,South,Kent Main,Grant Meacci,John Kinley,,2019/03/18 00:00:07+00,App,,658.0,,85.0,,,,16,197.0,,,,,,,661.0,,63.0,9.0,5.0,1822.0,,1.15,1.3
943,188,2018,City of Charlotte,R-3,NS,CD,no,NO,4.28,CMUD,CMUD,YES,Wedge,South,Kent Main,Grant Meacci,John Kinley,,2019/03/18 00:00:07+00,App,,658.0,,85.0,,,,16,197.0,,,,,,,661.0,,63.0,9.0,5.0,1822.0,,1.15,1.3
944,188,2015,"HWY 521 Partners, LLC",O-1(CD),CC,CD,no,NO,13.22,CMUD,CMUD,YES,Wedge,South,Main_Kent,Dixon_Bridget,John Kinley,2015/07/24 00:00:00+00,2016/03/21 00:00:00+00,App,,477.0,,65.0,,5.0,,13.2,,93.7,94.0,67.8571428571429,77.42,68.18,6.45161290322581,121.0,2.0,14.0,9.0,5.0,1720.0,,1.15,1.2
945,188,2018,"Novant Health, Inc.",INST(CD),O-2(CD),CD,no,NO,18.95,CMUD,CMUD,YES,Wedge,South,Main_Kent,Grant Meacci,John Kinley,2018/01/22 00:00:00+00,2018/09/24 00:00:00+00,App,,658.0,,85.0,,,,16,197.0,,,,,,,661.0,,63.0,9.0,5.0,1822.0,,1.15,1.3
946,190,2017,Tim Frye,I-1,I-2(CD),CD,no,NO,38.16,CMUD,CMUD,YES,Industrial Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/10/24 00:00:00+00,2017/05/15 00:00:00+00,App,,0.0,,0.0,,37.0,,15.5,,65.0,76.0,27.3,30.4,,19.0,52.0,,8.0,11.8,2.0,1042.0,,1.19,1.5
947,190,2017,Robert Earley,R-3,I-2,NC,no,NO,5.28,CMUD,CMUD,YES,Industrial Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2017/02/24 00:00:00+00,2017/07/17 00:00:00+00,App,,0.0,,0.0,,37.0,,15.5,,65.0,76.0,27.3,30.4,,19.0,52.0,,8.0,11.8,2.0,1042.0,,1.19,1.5
948,190,2017,Tim Frye,I-2,I-2(CD),CD,no,NO,38.16,CMUD,CMUD,YES,Industrial Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/10/24 00:00:00+00,2017/05/15 00:00:00+00,App,,0.0,,0.0,,37.0,,15.5,,65.0,76.0,27.3,30.4,,19.0,52.0,,8.0,11.8,2.0,1042.0,,1.19,1.5
949,190,2015,JAAM Holdings Limited Partnership,I-1,I-2,NC,no,NO,21.36,CMUD,CMUD,YES,Industrial Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2015/09/23 00:00:00+00,,Wd,,0.0,,0.0,,43.0,,15.5,,68.64,90.0,23.6842105263158,16.28,30.0,18.0327868852459,30.0,1.0,7.0,11.8,2.0,1045.0,18.0,1.19,1.5
950,190,2017,Tim Frye,R-5,I-2(CD),CD,no,NO,38.16,CMUD,CMUD,YES,Industrial Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/10/24 00:00:00+00,2017/05/15 00:00:00+00,App,,0.0,,0.0,,37.0,,15.5,,65.0,76.0,27.3,30.4,,19.0,52.0,,8.0,11.8,2.0,1042.0,,1.19,1.5
951,191,2016,"Inn Keeper Motor Lodge, Inc.",B-1(CD),B-2(CD),CD,no,NO,5.52,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/03/24 00:00:00+00,2017/05/15 00:00:00+00,App,2.3,433.0,70.5,46.0,15.9,,56.0,12.7,144.0,78.8,89.0,50.0,55.0,40.9,11.0,1126.0,,75.0,10.0,6.0,2360.0,,1.07,1.4
952,191,2017,QuikTrip Corporation,R-3,B-2(CD),CD,no,NO,11.96,CMUD,CMUD,YES,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2017/11/22 00:00:00+00,2018/05/21 00:00:00+00,App,,435.0,,36.0,,10.0,,12.7,,79.0,94.0,52.9,44.4,58.1,11.0,312.0,,18.0,10.0,6.0,2374.0,,1.07,1.3
953,191,2014,The Drakeford Company,R-3,UR-2(CD),CD,no,NO,0.6,,CMUD,YES,Wedge,Northwest,,,,2013/11/25 00:00:00+00,,Wd,0.0,435.0,63.6,46.0,4.6,7.0,72.0,,132.0,84.36,92.0,49.39759036144578,53.16455696202531,62.5,9.408602150537634,652.0,5.0,52.0,,,,,,
954,191,2014,The Drakeford Company,NS,UR-2(CD),CD,no,NO,3.0,CMUD,CMUD,YES,Wedge,Northwest,,,,2013/11/25 00:00:00+00,,Wd,0.0,435.0,63.6,46.0,4.6,7.0,72.0,,132.0,84.36,92.0,49.39759036144578,53.16455696202531,62.5,9.408602150537634,652.0,5.0,52.0,,,,,,
955,191,2017,QuikTrip Corporation,R-3,B-D(CD),CD,no,NO,11.96,CMUD,CMUD,YES,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2017/11/22 00:00:00+00,2018/05/21 00:00:00+00,App,,435.0,,36.0,,10.0,,12.7,,79.0,94.0,52.9,44.4,58.1,11.0,312.0,,18.0,10.0,6.0,2374.0,,1.07,1.3
956,191,2017,QuikTrip Corporation,No Zoning,B-2(CD),CD,no,NO,11.96,CMUD,CMUD,YES,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2017/11/22 00:00:00+00,2018/05/21 00:00:00+00,App,,435.0,,36.0,,10.0,,12.7,,79.0,94.0,52.9,44.4,58.1,11.0,312.0,,18.0,10.0,6.0,2374.0,,1.07,1.3
957,191,2017,"NRP Properties, LLC",NS,NS,CD,SPA,NO,2.97,CMUD,CMUD,YES,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/10/24 00:00:00+00,2017/02/20 00:00:00+00,App,,435.0,,36.0,,10.0,,12.7,,79.0,94.0,52.9,44.4,58.1,11.0,312.0,,18.0,10.0,6.0,2374.0,,1.07,1.3
958,192,2019,Suncrest Real Estate and Land ,O-1 (CD),UR-2(CD),CD,no,NO,13.01,CMUD,CMUD,YES,Corridor,East,Amanda Avari,Grant Meacci,Sonja Sanders,2019/04/05 14:52:40+00,2019/10/21 08:53:16+00,App,,,,,,,,,,,,,,,,,,,,,,,,
959,192,2017,Profile Homes,B-1(CD),O-1,NC,no,NO,4.27,CMUD,CMUD,NO,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2017/06/30 00:00:00+00,2017/10/16 00:00:00+00,App,,337.0,,32.0,,17.0,,12.6,,64.0,92.0,59.6,34.2,50.0,10.0,230.0,,17.0,23.8,2.0,2784.0,,1.18,1.2
960,192,2016,Michael Adams,NS,BD(CD),CD,no,NO,6.63,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/09/20 00:00:00+00,2017/01/17 00:00:00+00,App,2.0,302.0,68.4,29.0,7.1,,62.0,12.4,141.0,60.7,95.0,54.76,56.1,41.4,9.0,1327.0,,77.0,23.8,2.0,2585.0,,1.18,1.2
961,192,2019,Suncrest Real Estate and Land ,B-1 (CD),UR-2 (CD),CD,no,NO,13.01,CMUD,CMUD,YES,Corridor,East,Amanda Avari,Grant Meacci,Sonja Sanders,2019/04/05 14:52:40+00,2019/10/21 08:53:06+00,App,,,,,,,,,,,,,,,,,,,,,,,,
962,192,2016,Michael Adams,NS,NS,CD,SPA,NO,6.63,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/09/20 00:00:00+00,2017/01/17 00:00:00+00,App,2.0,302.0,68.4,29.0,7.1,,62.0,12.4,141.0,60.7,95.0,54.76,56.1,41.4,9.0,1327.0,,77.0,23.8,2.0,2585.0,,1.18,1.2
963,192,2016,"American Towers, LLC",I-1(CD),I-1(CD),CD,SPA,NO,2.8,CMUD,CMUD,YES,Corridor,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/11/20 00:00:00+00,2016/03/21 00:00:00+00,App,2.0,302.0,68.4,29.0,7.1,,62.0,12.4,141.0,60.7,95.0,54.76,56.1,41.4,9.0,1327.0,,77.0,23.8,2.0,2585.0,,1.18,1.2
964,193,2018,Anthony Moore ,R-3,R-4,NC,no,NO,0.82,CMUD,CMUD,YES,Wedge,South,Main_Kent,Grant Meacci,John Kinley,2018/04/24 00:00:00+00,2018/10/15 00:00:00+00,App,,335.0,,58.0,,,,26.9,187.0,,,,,,,670.0,,72.0,1.4,4.0,1339.0,,1.19,1.6
965,193,2016,"Greystar GP II, LLC",R-8MF(CD),UR-2(CD),CD,no,NO,6.01,CMUD,CMUD,YES,Mixed Use Activity Center,South,Main_Kent,Dixon_Bridget,John Kinley,2015/11/20 00:00:00+00,2016/06/27 00:00:00+00,App,0.0,294.0,83.7,52.0,4.7,,78.0,26.9,198.0,87.0,94.0,77.5,58.6,64.3,6.0,761.0,,85.0,1.4,4.0,1329.0,,1.19,1.6
966,193,2016,"Greystar GP II, LLC",R-3,UR-2(CD),CD,no,NO,6.01,CMUD,CMUD,YES,Mixed Use Activity Center,South,Main_Kent,Dixon_Bridget,John Kinley,2015/11/20 00:00:00+00,2016/06/27 00:00:00+00,App,0.0,294.0,83.7,52.0,4.7,,78.0,26.9,198.0,87.0,94.0,77.5,58.6,64.3,6.0,761.0,,85.0,1.4,4.0,1329.0,,1.19,1.6
967,194,2017,"Childress Klein Properties, Inc. ",O-15(CD),MUDD-O,CD,no,NO,5.4,CMUD,CMUD,YES,Mixed Use Activity Center,South,Main_Kent,Grant Meacci,John Kinley,2017/02/24 00:00:00+00,2017/12/18 00:00:00+00,App,,18.0,,4.0,,3.0,,16.6,,95.0,97.0,83.6,87.8,87.5,6.0,518.0,,27.0,3.9,4.0,3092.0,,1.05,1.2
968,195,2017,"Davis Development, Inc.",R-3,R-12MF(CD),CD,no,NO,19.52,CMUD,CMUD,NO,Corridor,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2017/11/21 00:00:00+00,2018/05/21 00:00:00+00,App,,0.0,,0.0,,12.0,,6.9,,85.0,97.0,42.5,42.7,36.4,7.0,297.0,,16.0,44.5,3.0,2957.0,,1.17,1.2
969,195,2018,"SXCW Properties, LLC",CC,B-2(CD),CD,no,NO,3.72,CMUD,CMUD,NO,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2018/03/26 00:00:00+00,2019/02/18 18:55:59+00,App,,0.0,,0.0,,,,7.3,152.0,,,,,,,906.0,,58.0,44.5,3.0,2957.0,,1.19,1.2
970,195,2017,Spectrum Properties,CC,CC,CD,SPA,NO,29.01,CMUD,CMUD,NO,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Fortune_Solomon,2016/12/19 00:00:00+00,2017/02/20 00:00:00+00,App,,0.0,,0.0,,12.0,,6.9,,85.0,97.0,42.5,42.7,36.4,7.0,297.0,,16.0,44.5,3.0,2957.0,,1.17,1.2
971,195,2015,"Prime Business, LLC",R-3,NS,CD,no,NO,4.98,Various,CMUD,NO,Corridor,Northeast,Cornett_Kathy,Goodwin_Alan,Fortune_Solomon,2015/01/26 00:00:00+00,2015/05/18 00:00:00+00,App,,0.0,,0.0,,17.0,,6.1,,84.5,100.0,51.25,51.69,32.14,8.91364902506964,158.0,2.0,14.0,43.3,2.0,2080.0,,1.14,1.2
972,195,2018,Profile Management LLC,R-3,R-8MF(CD),CD,no,NO,11.87,CMUD,CMUD,NO,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2018/11/16 16:56:48+00,2019/03/18 00:00:07+00,App,,0.0,,0.0,,,,7.3,152.0,,,,,,,906.0,,58.0,44.5,3.0,2957.0,,1.19,1.2
973,195,2019,Thompson Thrift Development Inc.,CC,CC,CD,SPA,NO,15.9,CMUD,CMUD,NO,Corridor,North,Erin Brooks,Grant Meacci,Michael Russell,2019/11/05 11:39:49+00,2020/03/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,,,,,,
974,195,2018,Profile Management LLC,R-3,R-8MF(CD),CD,no,NO,11.87,CMUD,CMUD,NO,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2018/11/16 16:56:48+00,2019/03/18 00:00:07+00,App,,0.0,,0.0,,,,7.3,152.0,,,,,,,906.0,,58.0,44.5,3.0,2957.0,,1.19,1.2
975,195,2018,"NVR,Inc.",R-3,UR-2(CD),CD,no,NO,18.06,CMUD,CMUD,NO,Corridor,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2018/04/26 00:00:00+00,2018/12/17 00:00:00+00,App,,0.0,,0.0,,,,7.3,152.0,,,,,,,906.0,,58.0,44.5,3.0,2957.0,,1.19,1.2
976,196,2016,Shining Hope Farms,INST(CD),INST(CD),CD,SPA,NO,48.78,CMUD,CMUD,NO,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/04/21 00:00:00+00,2016/10/17 00:00:00+00,App,9.2,413.0,53.9,56.0,13.9,,63.0,7.4,142.0,68.8,86.0,42.53,32.8,14.3,15.0,886.0,,72.0,12.6,2.0,2233.0,,1.14,1.3
977,196,2014,"Affordable Housing Group of NC, Inc.",R-4,UR-2(CD),CD,SPA,NO,3.72,CMUD,CMUD,YES,Wedge,Northwest,,Goodwin_Alan,Lyte-Graham_Claire,2014/01/27 00:00:00+00,2014/05/12 00:00:00+00,App,2.6,413.0,62.3,57.0,7.8,16.0,57.0,,132.0,76.19,80.0,38.095238095238095,23.333333333333332,28.125,16.458852867830423,482.0,1.0,50.0,,,,54.0,,
978,196,2016,Shining Hope Farms,R-3,INST(CD),CD,SPA,NO,48.78,CMUD,CMUD,NO,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/04/21 00:00:00+00,2016/10/17 00:00:00+00,App,9.2,413.0,53.9,56.0,13.9,,63.0,7.4,142.0,68.8,86.0,42.53,32.8,14.3,15.0,886.0,,72.0,12.6,2.0,2233.0,,1.14,1.3
979,196,2018,"Thunderbyrd, LLC",R-3,R-5(CD),CD,no,NO,7.68,CMUD,CMUD,NO,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2018/06/25 00:00:00+00,2018/12/17 00:00:00+00,App,,403.0,,54.0,,,,7.6,142.0,,,,,,,646.0,,57.0,12.5,2.0,2248.0,,1.11,1.3
980,197,2016,Janice White (Annointed Future Daycare),R-3,INST(CD),CD,no,NO,1.79,CMUD,CMUD,YES,Wedge,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/03/28 00:00:00+00,2016/09/19 00:00:00+00,App,8.4,14.0,55.8,1.0,5.3,,63.0,17,157.0,70.4,95.0,46.88,26.0,19.2,12.0,806.0,,68.0,6.8,8.0,2604.0,,1.13,1.4
981,198,2016,CW Development,R-3,UR-2(CD),CD,no,NO,4.13,CMUD,CMUD,YES,Wedge,South,Main_Kent,Grant Meacci,John Kinley,2016/09/26 00:00:00+00,2017/04/17 00:00:00+00,App,0.0,0.0,71.4,0.0,7.1,,87.0,15.7,190.0,88.0,100.0,59.09,74.4,44.4,13.0,856.0,,80.0,7.1,5.0,1650.0,,1.09,1.4
982,199,2016,"Elcan & Associates, Inc",R-17MF,O-1,NC,no,NO,1.8,CMUD,CMUD,YES,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Fortune_Solomon,2016/07/22 00:00:00+00,2016/10/17 00:00:00+00,App,8.6,542.0,51.3,42.0,13.2,,53.0,31.8,149.0,71.5,79.0,21.47,17.9,28.2,21.0,861.0,,57.0,13.3,8.0,3116.0,,1.16,1.3
983,199,2017,"KP Development, LLC",I-1(CD),I-1(CD),CD,SPA,NO,3.22,CMUD,CMUD,YES,Corridor,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2017/10/20 00:00:00+00,2018/02/19 00:00:00+00,App,,542.0,,39.0,,37.0,,31.8,,70.0,78.0,22.6,32.9,17.9,19.0,149.0,,9.0,13.3,8.0,3195.0,,1.16,1.3
984,200,2019,Jay Patel,MUDD-O,TOD-CC,NC,no,NO,1.24,CMUD,CMUD,YES,Corridor,East,Charlotte Lamb,Grant Meacci,Will Linville,2019/07/16 10:53:02+00,2020/01/21 00:00:02+00,App,,,,,,,,,,,,,,,,,,,,,,,,
985,200,2018,"Boulevard Real Estate Advisors, LLC",MUDD-O,B-1 PED,NC,no,NO,1.242,CMUD,CMUD,YES,Corridor,East,Mandy Rosen,Monica Holmes,Sonja Sanders,2018/07/19 00:00:00+00,,Wd,,0.0,,0.0,,,,42.3,,,,,,,,170.0,,43.0,5.0,12.0,1107.0,,1.22,1.6
986,200,2015,Doug Bradley,I-2,MUDD-O,CD,no,NO,2.77,CMUD,CMUD,YES,Corridor,East,Mandy Vari,Monica Holmes,Sanders_Sonja,2015/09/25 00:00:00+00,2016/01/19 00:00:00+00,App,,0.0,,0.0,,64.0,,45.7,,76.32,100.0,20.0,25.0,,14.8760330578512,16.0,0.0,6.0,5.1,7.0,604.0,55.0,1.18,1.3
987,200,2014,Mason Kazel,I-2,MUDD(CD),CD,no,NO,0.61,CMUD,CMUD,YES,Corridor,Central,Gonzalez_Alberto,Goodwin_Alan,,2014/02/24 00:00:00+00,2014/06/16 00:00:00+00,App,0.0,0.0,70.6,0.0,11.8,78.0,,,,73.77,100.0,11.11111111111111,4.545454545454546,28.57142857142857,13.636363636363635,77.0,0.0,31.0,,,,53.0,,
988,200,2016,Michael Adams,B-2,MUDD-O,CD,no,NO,1.24,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sonja Sanders,2016/01/25 00:00:00+00,2016/06/20 00:00:00+00,App,3.6,0.0,64.3,0.0,10.7,,,45.7,,62.4,86.0,20.93,30.8,33.3,17.0,275.0,,64.0,5.1,7.0,611.0,,1.18,1.5
989,206,2015,David Willis,R-3,UR-C(CD),CD,no,NO,1.5,CMUD,CMUD,YES,Wedge,South,Main_Kent,Dixon_Bridget,Lyte-Graham_Claire,2015/01/26 00:00:00+00,,Den,,414.0,,73.0,,2.0,,22.7,,94.02,100.0,83.3333333333333,82.93,100.0,4.71204188481675,140.0,0.0,20.0,0.2,10.0,1353.0,61.0,1.12,1.4
990,207,2014,"Northlake Health Investors, LLC",R-3,INST(CD),CD,no,NO,6.94,CMUD,CMUD,YES,Corridor,Northwest,,Goodwin_Alan,,2014/06/20 00:00:00+00,2014/10/20 00:00:00+00,App,0.0,0.0,56.7,0.0,9.0,2.0,,,,65.33,,50.0,40.0,20.0,10.843373493975903,340.0,0.0,41.0,,,,41.0,,
